rg,cpf
799c42c5.ab2,9bd8d064.9afb.
3b09356b.0fa,3962966d.4eb5.
51f86da3.eb7,19175b7b.1cc3.
eec4360b.fb5,e2959f3d.4a3c.
bbed7623.e5a,2060b700.8025.
80b89bbc.aab,3726d90d.5bc0.
1d43a16d.b34,ec863267.214e.
93c7b8a4.87f,e28fb58d.1275.
e817c3cd.73a,47d6f9a5.77e0.
73163712.2db,db591f1a.fb84.
085aa0d9.557,fc022e6a.4304.
239c844e.b40,c3af42db.c55d.
99107401.850,a2f8d910.d497.
31ef8c1c.a86,b6affde4.d6ce.
1e349cfb.261,724c2589.cb6a.
52d14816.0ae,cd8ff482.ae5a.
5db3f266.b29,45fc7768.2b04.
7722abef.01a,38b53da2.2c05.
78945538.75a,5e1306c6.34f0.
526a77ba.a5d,10a32fa2.8c80.
d8178bbd.715,0990fc1c.be55.
24b6b8f5.305,a872a649.046c.
b7cd3265.5bd,095a826d.d33e.
2078cdbb.ce7,233055df.e6ab.
aa001a78.275,9466ca1f.05c1.
9c96e20f.127,7ff1f284.ce9b.
4c5cc790.ffc,b5bc04bd.bbad.
d009328c.6ad,91060861.408d.
256187fb.25d,f31f9866.e0f0.
4fe43e10.fa2,967c6641.c05b.
e2cc4fea.9bd,e3d480a8.9786.
47ce9eb6.53d,d4bffa7f.3e9d.
a0a7474c.6c1,c75f7418.98f1.
63b99c6b.55a,9f6f8aaf.6b10.
d27fde82.29c,d8ca8e60.4fc4.
6d55f37f.31a,93915e78.c123.
9837b5d7.cb6,aa1d8890.c04a.
14e1c17c.4bc,e6fd5ba3.b1a7.
bf736e58.595,95042aca.f5f0.
2f25374f.357,667068cb.478d.
b780b02f.74e,3ea6df46.eab9.
f6dc811d.0df,51277431.981d.
4b2ada44.84a,ddd12f50.ab6e.
59b572ba.a13,dff1fe73.5634.
f2fc9cb4.886,4dd9f398.7a58.
cc6e77bd.a35,ce7f06c2.08ab.
37fe6274.7ed,acc12723.bce1.
fb103b08.605,4cb88ded.bc1b.
86ccac4d.597,494bb5f8.a554.
e7267986.e33,b988e49e.b618.
3263acb9.50b,7b1a849e.8479.
f180b7ea.1bc,7638e299.f2a7.
4cba5b2b.705,77ddd447.e4f9.
ac770415.013,731c36fe.8f76.
1c9764e3.5e0,2bf8c418.f945.
fb9af899.d0a,f8bf6c48.94f3.
7c645f18.bd8,3a215d43.5b0a.
a27c3dd9.7f8,28db1230.a891.
4a7cdf3e.ec1,5a353906.c2c3.
1c98ea88.126,c41e1c94.64a1.
eb02e4c1.76e,e601658e.787a.
a56ed000.b8f,25af6b5d.327f.
9e8fcd3a.193,8f9fbdb7.133a.
1f4fee73.8d2,12fc9461.d65b.
3ede87b9.7ec,81a5153c.20ff.
3486b56a.2f5,ec58803e.c2d4.
bf3f9c68.06d,3440cf0e.fee0.
22798378.71f,15d97d79.8056.
97c664c6.4aa,15039eb2.94a5.
cd1d4bfa.427,9224b7f0.d9c6.
baea9e75.aa9,75f96506.a713.
4f341754.299,44be5388.bd25.
062e5130.6cc,9c3d08bf.580b.
9bbb4ec1.d64,6f7afd01.6f1b.
366d4f00.55b,c2768678.aced.
1527f940.615,3f0b436a.bd13.
bb32b7db.8c4,811e17ed.120f.
20ee0b9e.c87,1b63746d.9785.
0f803260.b5a,d97dcbaa.ca00.
69794fb5.65a,5327b85d.6c4f.
26e312f2.88f,faa2ad6e.6692.
849dac75.383,4723b765.6984.
c07dbd2b.f1b,f194910e.d0f3.
89511586.073,086d643b.fc5f.
bf010bdd.324,a84ef9f0.29d5.
3854acf8.371,091650dd.e0fc.
94eb5933.e89,bb6b87bc.5239.
fdc18077.ee8,539a898a.8015.
34769a7b.77a,f0771c40.b379.
67e7f549.6f5,cd62fdee.476f.
3cd0bdb0.5cd,8ef87f91.13c0.
1df99540.dab,2da9f24b.86b3.
7b5a011b.095,57a406bf.017c.
431b2c6f.3ae,59a141b7.4d17.
cdc6a048.cab,890cb810.1cc4.
84e87d2b.02a,daf5d202.a53d.
440a8dc1.8dc,e691d5aa.9f59.
7893d682.e60,238679f9.771b.
4d52e1ef.0dc,58e70785.2e8c.
07e0446f.969,4e65db8b.c80c.
a5ccdda7.44d,03d2ec1f.eef2.
4869ca5e.d97,f5a84a34.016b.
f4269956.429,1b0b7b61.561a.
81f2642c.5fa,4a3b198e.d362.
319cbffe.2d6,8a29f5fb.4453.
7084e097.608,9ceffd24.2f04.
4afad42f.e77,73ace992.b5b1.
9ef52c58.4ab,2e75689f.639d.
5c313a82.bf6,4645823c.a91b.
4e85f599.7c2,c64a57d7.1d60.
72fbf136.7f7,61278b76.b438.
8e4a4556.22e,9bf58ca1.01b6.
9a359673.81f,d0cdf273.2a67.
a215a888.b9a,d43a501b.ee08.
89d00c1c.d9d,8175a770.fb73.
71326c00.860,6ce46e15.5317.
93919559.dd9,d2ffd314.ccc7.
7c9bdbf6.96c,264cf99b.9e7e.
414b986b.f3e,4c19054e.0c58.
987adce1.e40,56883113.a6e1.
e8041783.b8d,201944b5.7c7e.
0890079b.8fa,601f2027.c8f3.
f563f803.2fd,b49d39bc.804d.
fad98172.1d9,3a51b647.9966.
bcf4211e.cef,31d71a79.1e44.
c3b83be1.ade,416362e3.9cd3.
5834d249.a09,93fcbe42.1d31.
1ddf8f4d.92b,73e25dd7.3977.
0a8ec18f.d29,9e2ac02d.ca11.
a30e5eaa.38b,959dc8a7.ac58.
1da8d614.afb,32611092.f971.
b5c142cf.f20,92afe779.eafa.
c1085e9d.c01,ef7a9b9c.1422.
0388d0fb.08c,1a5d13d9.a05d.
f8c00db5.5b2,27028f5f.3398.
0977cf08.507,7da4942b.af05.
9f186a44.fe6,f14b6c44.f0e9.
8e37ca63.5b7,0d4e3708.bde2.
1ea6a220.727,39daaf4d.015b.
7cc555c7.274,62e2fd5c.7e19.
6a9f4157.acc,4016736d.610d.
317f1d49.10d,d74f7ca5.a9f8.
420b08d3.71b,1cc91896.5286.
1918d556.15e,f9cae41e.43b2.
96c70522.e97,dfe2d827.a8f5.
0da17af5.cda,baccb9d4.06e9.
42bea966.bea,f11176ad.016f.
97d593eb.c81,9085bb79.a4b1.
acbca1f0.4e8,f76cd27b.c3ac.
685d7712.736,a39e84f6.ebf7.
d5124f0e.077,7f3a7c58.98db.
34a401aa.7ea,b8d42c18.fba0.
e4692586.7bd,c4213c00.583b.
54ab4395.3de,14f81f03.9a42.
ed55c059.c57,e81dce92.1835.
40e09e9c.759,b5efff84.0727.
6907a9f1.cbd,cb542170.f54c.
d8e3fa7c.978,673149ff.538a.
c8ab9333.508,fc93ef8e.c918.
9805dd30.d09,89e6a23e.3242.
93565bb0.852,d90f4e1a.7ebf.
89e89d89.ce5,a16b8256.5034.
64c7bf58.cfc,b886e9a8.ae4f.
47d8ac5e.22c,5c220577.4e81.
e4c2b9b8.980,8599f45f.0cc9.
ef6eb645.b74,108a5b63.72a5.
b41c0bf8.d8d,ebcb1ec5.7dd6.
0cfcfc00.cf1,b0f54281.29bc.
455f5d93.6e3,bae48f40.4814.
8cd1889e.3f6,1f3f5f8e.d755.
b5f48fb8.140,29f84925.2b41.
40a2f340.122,b7a6902e.8ddb.
4f5973e1.e76,deef1a67.923a.
5dfc8de4.d0a,9643b0e5.bbc5.
1f4e46c0.292,3a74ebe1.9645.
2a74bfb3.335,c43547f2.5b7a.
6046e565.12a,920eb1e6.58c8.
0d338dad.f71,0ede5357.cd77.
4879c7c1.136,a6959cd3.4326.
66b61f76.1dd,0ae3725c.7f50.
1de0fdcd.1b5,36953870.15d1.
22fab7df.ffc,c238b335.afef.
945e6b03.68a,7e31f6d1.0e21.
bc65d28c.f59,8413774f.9b35.
d9e6f5ba.4fa,266022d2.be47.
c169e165.3be,5f0d725b.0f31.
30beea8b.f35,ecc6ea4a.74f5.
dd9e14c1.b1a,bf43795d.db03.
3071b6dd.858,52723d7a.e711.
d7263c24.0a4,f963eb6b.cce1.
ed27fbd7.de9,f425c566.cb00.
ac4df72f.d42,a78bbc4c.e815.
bb31eb8f.1b2,3d2aa974.1488.
e8e4e43d.901,6e9e4e5d.e4b2.
7e0cf5c8.e7e,fe909b8a.234d.
bbe75a8d.aff,1b7010e2.9b33.
fdfddf85.127,4e9a5161.8052.
c303769e.fb8,04031e1e.94ff.
98d32968.3b3,e0f92b02.fef1.
e7ef8f1a.82b,9c8ec9a0.2d26.
ab77f320.04c,136f02a1.8b1a.
a9f1ff21.9c6,dc8d20b0.6168.
426ca56d.7f2,b428cdeb.e23e.
e11ab9da.cd2,e60878fa.ea18.
80732877.b18,8521e2ef.2c3a.
cdb36cb2.157,c73970fb.330e.
e7bc7b70.2b9,585be7c1.6df8.
a32adeed.aed,c7cd98ca.5dc4.
5e0ee21b.bab,e822aad5.c6e2.
080c87d2.2be,76dec248.0016.
33cda5c4.f3d,dd18a10f.356f.
bf78ee6c.937,158c467d.f00f.
a6b3190e.fe3,41a09332.5126.
efea20a2.31c,fbacd00e.33c5.
c0996110.aa9,5d330cd7.3f8a.
e18c7327.6df,cea233a8.fdcf.
a05c94a7.1ed,a729d0a9.baad.
2539d4cb.b9f,f12e1921.e8ac.
53011cb6.f45,8b074b42.3098.
bf33a2ce.600,84d0ec69.af66.
1f14a2de.553,248a78d4.9cbd.
944d0e4a.2f7,b541b30c.2fea.
f456f468.7b0,5d182b66.9539.
012421ed.fed,a3f8c7f4.27f1.
65377903.147,dccc5344.28e0.
96c7b055.b0d,290bb580.8ef4.
30be4253.72c,f8c37ec7.c9d1.
6ea0cd7b.921,cc714df4.2699.
bbd9d196.4b8,2ed9f257.c7c7.
cba1e2cb.fa8,72a65519.594b.
f57b4399.ba5,b290fa1a.9a98.
53647cbf.e77,36c56743.6265.
6d52b884.60f,f00d5971.f81e.
79596f98.76a,9f6555d2.82e2.
dd6ed0e5.7ca,ee11138d.f0c7.
fd852b66.889,5f60925e.a6d7.
52393f1b.36c,81e27f0f.62c9.
edb862cf.d2f,80775a04.4074.
034e5f70.66f,6b153ea5.150d.
90b749f1.eec,21d7db75.4bc0.
6aae2c82.41b,c8b769be.1c8a.
100cbb09.a14,e9fb6fee.45cf.
27c0bbe8.ad9,903cc0e2.7b77.
deab723b.647,dfdd2877.0bee.
21bfe37a.fd7,dbc29a85.699a.
789c7377.67f,ba424d66.b0c9.
75cf7b21.c44,f77e0b2c.b276.
97e2393d.d21,7bd7a272.edec.
21097ca8.293,87769c07.e0a6.
a8b11eb3.6d6,bbec1ad7.3953.
7fa70bde.77d,98899ffe.95f4.
d3a9cfa1.5d3,e1995bda.fe94.
46e91b6b.a9a,7999fd28.3b3e.
f03fae3e.459,37654139.0274.
476229cf.5d3,9707524d.2391.
afcebc99.ad2,3b49f819.017d.
cc0358c8.e58,d3a738fc.dd09.
955768f1.d55,61414edf.7f73.
9736d864.cf1,88f85186.262e.
675b4d08.9a3,9d376d4a.5d77.
e149ef10.6e1,5018e9ed.5c74.
b0b08682.9ce,ced71000.be61.
8e305b2f.cc9,a8181439.db1b.
bf7e444b.5a9,d422ba16.abdc.
6c73c40a.10b,240351d9.221a.
fc2f1abf.e32,a634a6ca.4cdc.
e1742233.681,4773f25c.1dd5.
e2f0beec.c5c,3a3022dc.4a53.
fd6f59c2.fbd,d7b35cb3.25ed.
c0cfde7a.54d,97ab5f94.8c62.
9027db1a.ad2,9207c27a.74e1.
1d10fa01.cb4,3be5bbc1.5fc1.
79ec370c.017,c8378c70.cef4.
a25134dc.65d,26d41bbd.c2e3.
808e7bfd.413,87763e58.2049.
bff9e92f.4bd,68b942f9.f08c.
e87f0daa.d76,6e67d170.3a87.
44ed832f.597,6d876f57.9d42.
ba66b29f.c3c,501723df.31ac.
7104ed91.87d,03d09088.9457.
2cc20df4.214,dd5a4805.615d.
26ba63ae.dd5,c52bc7ba.245f.
8a670ec1.8b4,45ebecfa.0761.
0c16155e.31c,7906ef96.71a9.
ce421e32.437,17bfa9a8.0edd.
df49ef11.a8c,96c79495.7b15.
6e24f784.8e2,99d354ec.45ce.
b0968400.7d7,d69afe41.f62c.
10d8961c.1c8,cad0a4c2.1b86.
2cdfdfe5.ce0,a8408ecb.7219.
1c54524d.c99,04bdaff4.7aec.
9ad84598.76a,defcd233.4179.
76e5fd2a.929,41b87a97.0c75.
ce4fdb01.9d1,f421256e.3f5f.
2517e31f.bdd,d1a08d4e.0bd1.
2bad3a11.b3e,ed68e9e0.539f.
74029583.ec6,7fefdeee.fad1.
8e1b56ac.b6e,ba1fc208.c0ef.
8e0471e3.3db,1d92c808.5911.
555d6601.d9d,6f83290a.20bb.
c8a6418c.ad0,b459fc16.1e67.
e1d0a103.80a,c79bcd92.da23.
a98ef031.41a,16e8bcd2.211f.
ff1aee4d.444,cba5981f.45b7.
01e8f255.281,88d8791b.b6c2.
ee179595.17a,df32c3dc.f7df.
1e6504d3.e2e,04886342.d187.
fd87bab6.829,0b6b5944.8f9a.
c129cf19.af9,8374975e.154d.
3ac2e3e4.700,d4261819.a912.
05b666e7.1f5,4e8deb78.5b54.
dd2c61c8.97b,470ad453.b832.
672bdadb.fd9,09ed9ee7.d492.
62c55938.197,a411a76d.310c.
9c06727e.91c,c44bb41a.6e5d.
d9c2bb65.8c6,1ca6f58c.53bc.
7d9bfd26.698,b7a26044.3c31.
49ce02b5.89d,c2591ef0.a33c.
bdc8ff90.f88,084aaf7f.6ef0.
f3d49a36.1cf,0272458c.b1aa.
08b72800.9cd,8aed1bb0.fad4.
5c438483.8b0,485b7c97.46c9.
afb48d33.f62,f0f655e5.ef31.
fe51da74.adf,bc76b6f2.c828.
89bd4e7d.52e,a0eb736d.526d.
2b29f17a.5db,f7367281.09a6.
9c090027.703,5885d761.b549.
20c22abb.2bf,5b8bd4d4.c5a3.
d8fc1d38.837,d243880e.705e.
9fa17a8c.6c2,57486d7c.5152.
86e0bc4a.d4f,f9f65d56.3d1f.
fdc0fe7a.fad,281da877.0f98.
c360f9ed.fca,feed8340.4f71.
ab594c6b.34a,7e634851.bba3.
5fa0eec8.57e,72ac3f1d.724f.
581b170a.ea0,3d95f425.d282.
adbf4544.1fd,a6c7f7d7.e02c.
c45a5e32.18b,a77f5cbc.92a0.
34f0e398.360,ad3514d2.77af.
9a5ca6b5.ee3,3046619c.e8f3.
f4b2fd42.0b7,d73f09a4.cb57.
c82ec020.412,2df2aead.ba88.
8e35b947.3d7,0f7716f7.1b92.
3925c2b4.480,62b8708c.8eda.
fc68ad84.db2,2115f27a.5043.
9ea409a6.a8a,50e3ccf2.06fa.
67fcef51.84b,dad0617b.72cf.
cddf424e.cd0,e91e6cdc.e70c.
ec561b60.a42,686fd376.d90b.
21e81046.806,3f9299d5.ea1d.
d3cf7301.acb,98d83946.477d.
37ec1a35.b01,aa15ca3f.6f2a.
e0c844f6.486,c63127bb.2b5a.
f20014d7.a50,1f51e0ea.7ed3.
9b4a0723.864,b82b24c4.733a.
7bb8d9ec.705,c88eae04.4708.
aa6bbd83.5dc,eae3c4bb.f610.
7ce28e74.d82,41066108.66d1.
a7db05df.f7d,ef7c159c.ac9a.
da8f788e.8bf,5994c18c.5bb4.
c275b7ac.066,bb3b84a4.1751.
ee6333b5.e3c,68f99675.3f77.
93b39fa7.a67,416a2e72.0ae8.
bb18062a.d9c,742307ef.7584.
7733c120.f5d,fd287389.2ce5.
24924066.55d,a712ff12.2e56.
e954387d.f71,63ab9140.3ef5.
af20c771.379,264ae77f.b5de.
e247f1b8.f53,4cd1b85b.eaea.
2badde2d.0c4,48184a6f.fcea.
c351d009.b29,c60cf73a.ea4e.
ffb08fda.f78,bd80a044.01ae.
a60d75ac.833,f83ed172.679a.
5ffc4b14.b4c,2bf324e5.bd72.
8d7b1501.dbd,fa333080.6504.
c1268ba0.523,f77d497d.971a.
b5acbcc5.5e0,14078557.e963.
a3c36b3c.12c,dbf21f84.05ba.
aff653c0.d08,768ae1d9.dd42.
e15a45a0.3d7,8569a045.c4ef.
11ff5f1c.e72,0b076879.95f1.
b7a0569a.741,ef8022a7.77e9.
2fea63d8.227,06c1eb95.79ad.
5cf35e24.aa7,04ca0f56.cc5d.
eb84418c.053,4d0d8393.3acf.
3dba7d4e.e8d,1eb79798.eed0.
8a8e66ff.94b,a21f4791.44eb.
02f5cfdb.a03,30618f20.561b.
6b0fd6ee.37b,5f6b5c47.f4d9.
6d94e01e.c36,02ab5ad7.d09a.
280a11f3.65a,5c10cd44.8d4b.
49b3ecc8.545,3581dfae.5337.
8c5882fc.34b,b8bf5d73.30f6.
2239287a.757,f41af337.8918.
7137bcd7.fd1,fc215ec8.f80c.
7e52c7dc.85d,10f44976.1c25.
5abea5a3.f62,68265910.1c59.
b8436571.bbd,c0569f6e.1a6b.
800c0fe6.ca6,47773c76.6a16.
987bb4c0.2a0,24c31189.2f2f.
abd3319e.68a,c0a9e36b.7e7a.
961fd5a1.eea,e8260f61.84dc.
790c5e7f.bff,05f589b9.ec66.
1851fbf1.498,c0c96ab4.e78e.
bb45616b.4b7,25ccbb12.5967.
52976f95.061,b2042fac.49da.
8fa0d228.a1c,19b8997a.bdec.
0ff0acc8.409,6ce44c5f.9d64.
99a1381f.f42,f72b44f8.b564.
d3db3b0c.397,647c8cfa.c275.
e2decb0e.0a5,0ceabf1f.46a0.
9e83cfc4.c3f,5e3bfdf8.edce.
8ccfb6dc.d01,0be76026.fc28.
a7d6c481.c96,acdaf3a9.1d1c.
7d39093a.875,a64d9bf3.6342.
9f2e754a.173,c458395f.e56c.
7c0fe5eb.68d,ac498883.0090.
b686f121.55f,5520952e.5c7a.
36109fd2.e9c,bdc674ec.451f.
a92a1d6d.b6b,c6edddf5.45ae.
1dd31377.da6,902854d2.3d3e.
f0fffa3e.70f,2660e5d6.5cb7.
7e7a2b6b.702,01ca8ce0.a5c7.
a9f51f33.ac1,3e5ec544.f5c1.
ab7bf3c0.641,8926eb20.54a8.
bdea192c.314,b1ea687a.72b0.
4501759a.fe3,32908b14.1764.
3ba5c082.a8b,be3985fd.be5b.
6cdc1173.cae,c94a89bb.2811.
46df31aa.dce,402b5866.13da.
27e8a6f7.0f3,ece277fb.bd1a.
b9c18d38.abf,810bc1a7.53a3.
136ad17f.11a,4121624e.718b.
969b0c3c.107,344ed4a3.7d19.
a0b7605a.499,9a3e9541.b08e.
1f7216b2.af0,ee23733f.527e.
4fbb3e69.ec3,9a13377f.1a0e.
836620aa.a7b,e791a7f2.95b5.
7006459e.b8f,5359b5ff.2f07.
ef051eac.b53,43ad5235.aec3.
962746a0.fff,024e9461.b488.
df3a438b.1e2,8aadb1f2.b957.
ca4d0498.269,7e9bd87f.1d63.
488f848c.cf0,718649d8.9889.
ca7b337b.871,3b8a8a1b.d391.
0234ca7f.80d,7ef3ea96.d093.
16645cea.567,509f2123.efbd.
ac1b9ad4.80d,23f88e32.b586.
285ce35d.2eb,a722ce62.9a3f.
4761cbe8.331,2aa680c9.caa3.
f5a94061.b16,2372710b.1237.
b7203ae0.05e,665dee55.6388.
eeb41d9d.716,851261c4.6cdc.
b86b8211.f02,9c7ff3f0.b197.
71a730d8.aec,b3cc6166.2eaa.
6f7ef15f.faf,9ece137e.d1d6.
8699ba59.2b7,ee10ab59.17e5.
827452fa.f2c,b18dd3a3.838c.
9e9c3926.4b5,dea1ba8a.32eb.
9cb8dd00.216,1851d613.82ca.
aab3a9a2.8e5,92fca648.3823.
df1366e2.3d2,6f90abd9.3c79.
36bdc3a8.ee7,1665c4bf.61d8.
62ce7077.b1c,6792f205.d2d2.
99df9144.ab5,7d187189.f6ac.
d69b1d42.c94,0bb887be.073d.
39c80857.d62,be1f37a3.0b4c.
a96c7bc9.610,52aa308c.0d9b.
9227795a.bb1,1eb3373e.cad3.
9644db39.d9a,e9b32cf4.1fb1.
54315bba.7b9,2afd587a.c324.
c0f4e6d1.78f,18c49b60.401c.
7997edcb.437,ea8e3fcc.ff60.
7991c548.697,da28dd5b.da07.
aaef4cce.f89,318fc17c.b5c1.
ab7a775d.f47,e23b66a9.8c11.
5ccda977.258,09f9be53.5919.
18c18363.b5c,3f2c6a30.d65d.
bb5c0fb1.591,b8a68888.f86a.
71643878.ac1,b09430a4.4962.
c90f9ba4.c8e,b6809326.5d49.
b70174fd.3a9,995ebffc.6606.
77ad8dcf.c1c,9c114a94.e0d5.
1019006b.403,8e144667.f529.
b9a0bd77.e04,1e118f2b.bd03.
28af6e04.6d6,198ee323.505d.
03afa631.d71,a2a66205.fe75.
9e7ba910.198,3eddbcb9.ccbb.
9457dc8b.8b9,7367d024.8de0.
f57e9290.9f0,c6cd6615.1d2c.
180e3a02.009,444b7d30.f755.
919f6095.176,d737f95a.b9c2.
21eaeb03.456,cd16b0e1.0d7f.
20222b08.184,a13a05f6.f7cf.
b62b93da.a9e,1173a10a.4f2e.
2671c964.513,c1eb3ed6.9ee6.
caebbdc5.320,58db25ee.97ee.
98f990f5.c12,8920e46f.f72a.
27bb79ca.0a8,22af52a6.c0cf.
1df042b6.137,37814324.4037.
171b0ce9.374,09167e3d.cf0e.
feb49856.9e7,4ddfe610.6ae5.
6b5a75bf.c85,718ff2aa.5c3d.
52a942ae.b48,76d8edec.e9f9.
0363617e.b60,0fe9f940.a5e2.
997cc9be.430,2d0f87dd.e2d1.
ea43c95d.583,1217136c.ed1f.
18505ec2.376,053badd0.8ba8.
2dc32a85.191,b1ed0a02.0530.
e026339e.61d,924672ab.9b46.
f858c0d0.c3b,decc3b0a.54ab.
0e388022.fb6,ed2294a1.e8a1.
dafaa9d1.4ba,4dfb5dae.d708.
7ef3ed67.4f5,5db23905.80a6.
c4018549.56f,89cfeebc.6b2f.
2bc69be7.de3,19dadf5b.9470.
65dd6432.528,10c1677d.8812.
1853716a.11a,d5c56de5.e462.
79150633.5f0,005723a9.69f8.
1567a6ce.af2,70be1182.5494.
71b88a21.e7e,85a4c7fd.4761.
62f417ff.a81,4628cec8.2710.
0414f4a9.79f,4da1de1e.c4c9.
213c33a0.2a7,9924629f.259c.
2cd27198.fdc,e1226e85.14ca.
fb07f65c.2a7,e233e777.e670.
fbfb3b35.8fd,8ffa7776.a32c.
3d4e6b00.c0d,e1dc2c8b.8915.
56caaa90.891,62328df6.5ae1.
b62e65a2.be8,0d8c3990.75dc.
d4371c6b.61d,01f5d48a.9b8e.
6088e85b.82b,d07b811c.65e7.
1cc37ac5.8a2,268cefb8.72ce.
4b21b659.ae8,85367ed0.0384.
61a96b23.555,d9807a8d.6903.
e8e52ec7.b90,e5acb394.7cc2.
d9fda8bf.198,5b147034.9e2a.
0332efa9.739,e7db645e.64c4.
517b5503.291,652f6efd.629c.
66c56f9d.cdb,c6f304c4.56a4.
1d6bd4c2.42a,7ef0a32b.3c92.
e7ced42c.018,ad77c929.a44e.
749c621e.81f,2c32f87f.98c5.
b60a9ba5.cb0,5fccf468.ee63.
dabe3e63.c25,f5f01868.8240.
3ca78026.fe3,bd2816cb.8b45.
ab797f66.32a,64f445cb.7351.
9e4db951.b45,53e75fc2.d3e0.
5fb5bbb0.0b4,5fdbfd7f.5339.
14b59da7.bb3,2ccc54b5.3566.
bcac48c1.4cb,dcea4458.3312.
b104bdc7.18f,9f46db86.289f.
356b44aa.fc0,75c19908.4dbb.
11284ba8.120,637bb584.a4aa.
c07486f4.b30,76d467c4.ef95.
bc66981a.808,df3664e4.4223.
3c066a98.230,e53e92b3.953a.
366cf870.131,814519b7.af1f.
05080cd0.d9a,a91d135d.897f.
309fffb8.945,f70748e3.d380.
75eabb3f.a74,bd2b27f6.6e4d.
a388ff14.6d0,07966307.c0a8.
8eccdde3.066,a2c6d832.f328.
7b3a8e9a.8f0,fbbab1b5.ab11.
576a5b33.0ef,ade70ce3.55f2.
6651259d.3c2,61d136f7.a35b.
9b1e5a4f.457,ee9cc149.28eb.
3bac9621.986,32050206.df43.
daf8ee7b.4c0,5b556383.5a93.
54cfbb42.4cf,8b18d72c.4353.
1936eda7.804,149005da.f027.
0b5f0e8b.e50,94826454.42c0.
2dec684f.99c,6177e13f.b44c.
84949fc7.371,adc68cb9.846a.
4ac6bb84.e47,288dee56.5401.
8fbd56bf.22f,ed691b35.2c30.
a25d1567.a49,34fe991d.331a.
41be0860.43a,a8a9f68f.65bb.
bcf7703e.243,7a56340c.a73a.
14dde9b6.81c,99e1d701.d8e4.
e5f2c172.a3e,8256fdc3.8709.
720ce4cd.a00,bc6ea13c.c990.
240970db.ad9,9f6b7740.7372.
d0d0250c.63d,c3d3b7d6.4e39.
f77314d6.5ac,9a6eb044.1fea.
3048d1dd.fc5,d89bd433.27ac.
041cd755.edc,2ffb2e3e.460b.
4a971169.c3b,54a96e21.767b.
d34f0c88.549,cafed0e5.f94e.
583daea6.d3f,9ea24a32.9ea8.
5eb121ab.fa3,b68cb790.71e4.
777fa5b8.b0c,68234592.066f.
4ecd9c75.472,9eb9fbf9.79be.
e7cdb3b8.802,8f92b0d1.319c.
aeedb2ef.6f8,271e2ed4.048a.
0ca2ba61.066,2afd1563.a88b.
74e70354.1ae,2f4edce5.d4fa.
6ec2b7cb.480,2de16319.cb45.
70e32484.666,0c7204df.1991.
5438010c.f45,07ca53f8.988c.
77a432fe.968,a8292ce4.70a4.
bcccc180.27b,d864c8d7.78d7.
015bacb2.c22,5b3fb8e5.4ccf.
6b2692c4.c04,067b8e8f.5924.
23c49a8e.f61,12b84c73.f45e.
747a2ca0.233,433e8819.1e9e.
d7b78285.d29,4f94e528.aff5.
f4552cf2.960,a60643f3.52b8.
59a54d01.e3e,90e16c74.2718.
c467726a.8a9,8bb77be5.85d0.
9c302273.e4f,952784dc.f08e.
1d9bd3ca.ccb,1113b05a.00af.
2e8c8004.585,6fd522c2.6d16.
1b066cfb.8c2,c7c9fc30.dc36.
b80d27da.181,148f3f9a.553a.
445045f5.902,fb2970f2.e09d.
e670e162.fd1,414feae2.80ad.
107c5274.044,015beb3c.a6df.
ad716ae4.8a4,b7f2ea3f.c15a.
1256f4f0.3cf,12ee5372.70a0.
27fabfbb.499,959a2b0d.4462.
9fa8169c.e16,e7661f50.a6db.
fb2a7ac0.cbe,f6e21178.244b.
e775d4f8.578,ff5ee14b.b8c0.
94e091b0.368,fb4671aa.612b.
6115eb51.c2a,fd2699f5.9396.
c54f6f06.153,a2872891.0b63.
96d3029d.912,9fbb4460.26bc.
3abe1208.f08,9752459f.be97.
9fe7aa04.482,06f5ae0b.9e69.
0260659e.6a4,ffb76e7c.3eb6.
99c5ead1.821,8bb0d956.166e.
51ea2315.633,7572fd21.b8ce.
7ada535f.b5c,5d165755.3fce.
d70d49c2.2e5,8954de8a.988c.
78be6c6d.106,aa7c1934.bd13.
f6b50e2a.003,3870c8e0.9352.
b002df2c.d5d,fc8a6662.a954.
b4f9ed76.90c,3fd5e209.efc6.
e3002701.191,11a1bd6f.eed7.
0594de03.e89,88f5b241.a235.
6330fb64.ae2,376c6c13.0237.
bf467095.3af,9ebc5f92.111e.
387b78f7.403,c94d3a6c.94ca.
82d9a1f3.31d,25a11ca7.5914.
2c8850ec.1dc,5691d7d0.c52d.
438b4615.e19,f91d84e8.7759.
7852aa32.ef7,212fb358.aa71.
2203555f.6dd,34f5ca61.3ed1.
7f094a31.98a,a35a7ecc.7ad1.
6807ffd3.77f,dbcfcaab.8c11.
9a64a2a9.c7b,1615b008.f4eb.
2084754d.bb0,5b92caaf.e1dd.
9ab53c47.9e9,c6e847da.37ac.
de188239.1d8,cf8c62b4.16ba.
f672ec54.f92,1f24bf60.ee34.
52e2f05b.f55,4ef85b25.e65e.
94f48b2c.7cf,0b58ac43.438f.
5ae0dc9e.506,d23f281d.df6a.
635f9bdc.968,2f680a6e.16be.
f9d5e6a3.979,d2f154bc.b48d.
04e8aaa0.8bb,f33070da.e12e.
d92b4192.12a,dd1effd6.ee14.
2ef9894a.6b8,0980244b.1823.
